_id,listing_url,name,property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,accommodates,bedrooms,beds,number_of_reviews,bathrooms,price,cleaning_fee,extra_people,guests_included,images,review_scores
22006891,https://www.airbnb.com/rooms/22006891,Douro view Apartment,Apartment,Entire home/apt,Real Bed,2,1125,moderate,7,2.0,2.0,6,1.0,64.00,30.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/e8b3f837-81f1-45d0-8743-ce650bb4ff93.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 8, 'review_scores_checkin': 9, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 87}"
22014353,https://www.airbnb.com/rooms/22014353,Cozy Room and Friendly Host,Apartment,Private room,Real Bed,2,1125,strict_14_with_grace_period,1,1.0,1.0,0,1.0,95.00,47.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/9b25771c-eb9e-40d0-b75a-f803ddde7a21.jpg?aki_policy=large'},{}
22015226,https://www.airbnb.com/rooms/22015226,Superhero Loft - The Johnny Depp Master Suite,Loft,Private room,Real Bed,2,1125,flexible,6,1.0,3.0,0,1.0,199.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/88a498f3-844a-4125-8292-b83cb57861b7.jpg?aki_policy=large'},{}
22020910,https://www.airbnb.com/rooms/22020910,Bondi Beach Large Studio with Ocean Views,Apartment,Entire home/apt,Real Bed,3,1124,strict_14_with_grace_period,3,0.0,1.0,43,1.0,189.00,140.00,25.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/7cc72850-aebd-45c5-aa61-3d6c3b156e3d.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 99}"
22042206,https://www.airbnb.com/rooms/22042206,Spacious bright single bedroom,Apartment,Private room,Real Bed,31,160,strict_14_with_grace_period,1,1.0,1.0,1,1.5,15.00,0.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/00d8e15f-2a38-4126-a7aa-9d148baf0cd5.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 100}"
22042558,https://www.airbnb.com/rooms/22042558,"Cozy home at Futian,1min2Metro,near customs to HK",Apartment,Entire home/apt,Real Bed,1,1125,flexible,2,0.0,1.0,86,1.0,385.00,0.00,58.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/4f5b5a35-92dd-4e7b-88d4-21a4fddf335a.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 96}"
22058660,https://www.airbnb.com/rooms/22058660,Apartamento Design VIP Praia da Barra - 3 quartos,Condominium,Entire home/apt,Real Bed,1,1125,moderate,8,3.0,4.0,4,3.0,690.00,250.00,34.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/42f8c0c6-2dd4-4340-b289-91e1650db482.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 100}"
22060712,https://www.airbnb.com/rooms/22060712,Great Location! One Bedroom Apt. in LES,Apartment,Entire home/apt,Real Bed,14,21,strict_14_with_grace_period,2,1.0,1.0,12,1.0,105.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/322bd023-1b17-47a0-813a-6eb96f07d431.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 9, 'review_scores_value': 10, 'review_scores_rating': 100}"
2206311,https://www.airbnb.com/rooms/2206311,Modern Studio in Midtown East,Apartment,Entire home/apt,Real Bed,3,1125,flexible,2,0.0,2.0,0,1.0,140.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/729d82dd-36bf-4527-8ac7-a465976bdec5.jpg?aki_policy=large'},{}
22066860,https://www.airbnb.com/rooms/22066860,Basement Loft in Plateau Mont-Royal,Loft,Entire home/apt,Real Bed,3,1125,strict_14_with_grace_period,2,0.0,2.0,17,1.0,50.00,40.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/38a2508a-5e8d-4029-b905-8e3ab51687d8.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 96}"
22068048,https://www.airbnb.com/rooms/22068048,"Tree Fern Garden Appt, Private, Peaceful, Roomy",Apartment,Entire home/apt,Real Bed,2,28,moderate,4,2.0,2.0,54,1.0,101.00,60.00,15.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/ea8f1a29-8cad-4f85-9b8e-0dd1b5ad77af.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 100}"
22075258,https://www.airbnb.com/rooms/22075258,Convenient & Comfortable,Apartment,Entire home/apt,Real Bed,5,31,flexible,2,1.0,1.0,2,1.0,903.00,70.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/9b0d7868-15d7-4c11-ad19-42a7a97152f8.jpg?aki_policy=large'},"{'review_scores_accuracy': 8, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 8, 'review_scores_rating': 100}"
22085738,https://www.airbnb.com/rooms/22085738,4twoLoft at Great Location,Loft,Entire home/apt,Real Bed,3,27,moderate,4,1.0,2.0,69,1.0,29.00,15.00,8.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/2c680ce0-fe30-4361-8d11-bb0821781049.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 98}"
22094381,https://www.airbnb.com/rooms/22094381,Plaza two bedroom apartment,Apartment,Entire home/apt,Real Bed,1,1125,moderate,5,2.0,3.0,37,1.0,80.00,0.00,15.00,3,{'picture_url': 'https://a0.muscache.com/im/pictures/ce3c815f-9e98-4998-a8e3-308ccbcdb8ce.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 95}"
220946,https://www.airbnb.com/rooms/220946,Newly Reno’d Chic Quiet Exec 1BR,Condominium,Entire home/apt,Real Bed,3,90,moderate,2,1.0,1.0,132,1.0,146.00,110.00,35.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/2308659/0829d21d_original.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 9, 'review_scores_checkin': 9, 'review_scores_communication': 9, 'review_scores_location': 9, 'review_scores_value': 9, 'review_scores_rating': 92}"
2210041,https://www.airbnb.com/rooms/2210041,"CENTRAL PARK, NYC APT",Apartment,Private room,Real Bed,1,4,flexible,2,1.0,1.0,112,1.0,149.00,29.00,59.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/24d79df2-56b0-4c13-b300-5f652f872823.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 9, 'review_scores_checkin': 9, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 90}"
22101558,https://www.airbnb.com/rooms/22101558,26E Tanford 2 bedroom with 1 bathroom apartment,Condominium,Entire home/apt,Real Bed,30,1125,strict_14_with_grace_period,4,2.0,2.0,1,1.0,848.00,0.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/a50a5f13-8e0e-4fe9-832b-67f649b95aa1.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 8, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 8, 'review_scores_value': 8, 'review_scores_rating': 80}"
22105082,https://www.airbnb.com/rooms/22105082,Large 4 Bed house near Blue Mountains and Sydney,House,Entire home/apt,Real Bed,14,30,flexible,5,4.0,5.0,0,1.5,95.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/7d14212f-10bd-4986-8be1-8cc2b94862a6.jpg?aki_policy=large'},{}
22108306,https://www.airbnb.com/rooms/22108306,MACON MEMORIES..** WINTER SPECIAL***,Townhouse,Entire home/apt,Real Bed,1,20,moderate,3,1.0,2.0,32,1.0,150.00,60.00,50.00,3,{'picture_url': 'https://a0.muscache.com/im/pictures/b62458d8-046c-4932-be30-7433dbe52b25.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 100}"
22108888,https://www.airbnb.com/rooms/22108888,Coastal renovated family home in Vaucluse,House,Entire home/apt,Real Bed,7,1125,strict_14_with_grace_period,4,3.0,3.0,0,3.5,800.00,250.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/ded402fd-f489-419a-9611-45ba0cc83ec1.jpg?aki_policy=large'},{}
22123688,https://www.airbnb.com/rooms/22123688,Bungan Beach House,Villa,Entire home/apt,Real Bed,1,1125,super_strict_60,8,4.0,4.0,0,4.0,2356.00,,0.00,8,"{'picture_url': 'https://a0.muscache.com/4ea/air/v2//pictures/0bc2aef8-26cb-4c01-bbd8-6fc2a5f8cdb1.jpg?t=r:w1200-h720-sfit,e:fjpg-c85'}",{}
22124796,https://www.airbnb.com/rooms/22124796,Exquisitely Elegant Sydney Apartment,Serviced apartment,Entire home/apt,Real Bed,2,30,moderate,2,1.0,1.0,46,1.0,210.00,126.00,0.00,1,"{'picture_url': 'https://a0.muscache.com/4ea/air/v2//pictures/720888d3-f062-456b-91b2-13e1743a65ef.jpg?t=r:w1200-h720-sfit,e:fjpg-c85'}","{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 98}"
22125894,https://www.airbnb.com/rooms/22125894,LEAFY FLAT - QUIET & CENTRAL (TAI PING SHAN ST),Apartment,Entire home/apt,Real Bed,4,1125,flexible,2,1.0,1.0,14,1.0,597.00,250.00,250.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/ed814827-ada5-4eb0-a8f5-5838ccb5e49c.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 9, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 94}"
22130088,https://www.airbnb.com/rooms/22130088,"Chambre à louer dans le plateau, près de tout.",Apartment,Private room,Real Bed,1,10000,flexible,1,1.0,1.0,1,1.0,35.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/8d6844c7-a5b6-473c-a2eb-75f43ad62e83.jpg?aki_policy=large'},{}
2213067,https://www.airbnb.com/rooms/2213067,RIO BY THE BEACH CONDO BARRA DA TIJUCA,Apartment,Entire home/apt,Real Bed,2,30,strict_14_with_grace_period,6,3.0,6.0,24,2.5,671.00,149.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/f33c59a3-5dec-4420-9f2f-0ec25b962b4f.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 100}"
22131624,https://www.airbnb.com/rooms/22131624,Mong Kok旺角西洋菜南街舒適2人房5102,Boutique hotel,Private room,Real Bed,1,1123,strict_14_with_grace_period,2,0.0,1.0,59,1.0,400.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/66c6fa99-0ab3-4cc9-bee2-ef054f07ad76.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 9, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 91}"
22134640,https://www.airbnb.com/rooms/22134640,Sanat Hotel Pera  Boutique Hotel,Boutique hotel,Private room,Real Bed,1,90,flexible,4,2.0,3.0,1,2.0,501.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/7844cf1f-44e4-4600-8f92-1ac3c50ed71f.jpg?aki_policy=large'},{}
22139932,https://www.airbnb.com/rooms/22139932,Harlem Oasis,Apartment,Private room,Real Bed,1,1125,flexible,2,1.0,1.0,0,1.0,95.00,80.00,20.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/4d62807b-6eab-4ac3-9d55-6ec500e52dc3.jpg?aki_policy=large'},{}
22144662,https://www.airbnb.com/rooms/22144662,Spacious Studio with Private Roof,Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2,0.0,1.0,57,1.0,109.00,55.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/d098d6d1-2513-4c19-b389-3bf6d2dac9a3.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 8, 'review_scores_checkin': 9, 'review_scores_communication': 9, 'review_scores_location': 9, 'review_scores_value': 9, 'review_scores_rating': 85}"
22145240,https://www.airbnb.com/rooms/22145240,Mong Kok 西洋菜南街舒適3人房 5106,Pension (South Korea),Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,3,0.0,1.0,32,1.0,502.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/024cf939-9ead-4637-ab98-9204a61c052d.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 89}"
22145277,https://www.airbnb.com/rooms/22145277,Cozy trendy appartement,Apartment,Private room,Real Bed,5,1125,flexible,2,1.0,2.0,0,1.0,82.00,15.00,20.00,3,{'picture_url': 'https://a0.muscache.com/im/pictures/021b9bb3-a6f1-4bf5-a476-362b71184bd8.jpg?aki_policy=large'},{}
22148252,https://www.airbnb.com/rooms/22148252,Delightful Downtown with View★Parking★Jacuzzi★Pool,Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,6,1.0,3.0,81,1.0,179.00,125.00,10.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/097cf552-4f6f-486b-9c1d-5520c417c25a.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 9, 'review_scores_value': 10, 'review_scores_rating': 98}"
22153101,https://www.airbnb.com/rooms/22153101,Darling Point,Apartment,Entire home/apt,Real Bed,3,10,strict_14_with_grace_period,4,2.0,2.0,3,1.0,200.00,70.00,50.00,4,{'picture_url': 'https://a0.muscache.com/im/pictures/20b2cdb3-51ac-409f-9b77-239d605e3a3b.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 9, 'review_scores_value': 9, 'review_scores_rating': 100}"
22155071,https://www.airbnb.com/rooms/22155071,Perfect Location! QUIET ROOM just off LA RAMBLA,Apartment,Private room,Real Bed,1,5,moderate,2,1.0,1.0,19,1.5,29.00,6.00,25.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/8feb6dfe-dd97-4aca-b286-1a70f3b61a0b.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 98}"
22161352,https://www.airbnb.com/rooms/22161352,Comfy & quiet 1 BR - East Williamsburg,Apartment,Entire home/apt,Real Bed,6,1125,strict_14_with_grace_period,2,1.0,1.0,9,1.0,90.00,130.00,25.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/a0abb6d7-b964-4289-a44a-76f978a85f8a.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 9, 'review_scores_value': 9, 'review_scores_rating': 91}"
22164073,https://www.airbnb.com/rooms/22164073,Entire Sunny Brooklyn Apt for Art & Cat-Lovers!,Apartment,Entire home/apt,Real Bed,2,14,moderate,2,1.0,1.0,15,1.0,130.00,60.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/33a0d77f-2d54-4902-9dac-6f5f2c3bbfa6.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 9, 'review_scores_value': 9, 'review_scores_rating': 97}"
2216470,https://www.airbnb.com/rooms/2216470,Comfortable Room,House,Private room,Real Bed,1,1125,flexible,1,1.0,1.0,0,1.0,145.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/29897446/8c7457ff_original.jpg?aki_policy=large'},{}
22165464,https://www.airbnb.com/rooms/22165464,"Entertainers Delight, Heart of Crows Nest ALEX2",Apartment,Entire home/apt,Real Bed,31,1124,strict_14_with_grace_period,4,2.0,2.0,1,1.0,200.00,330.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/ee26d140-b480-4a5e-92d6-5c10d3357031.jpg?aki_policy=large'},"{'review_scores_accuracy': 8, 'review_scores_cleanliness': 8, 'review_scores_checkin': 6, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 8, 'review_scores_rating': 80}"
22172210,https://www.airbnb.com/rooms/22172210,APARTAMENTO INTEIRO PARA O RÉVEILLON!,Apartment,Entire home/apt,Real Bed,5,7,flexible,8,2.0,2.0,0,2.0,351.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/1c07d5e6-8e82-4888-8e9d-d780731e7bd9.jpg?aki_policy=large'},{}
22175297,https://www.airbnb.com/rooms/22175297,Incredibly cozy room close to Manhatan,Apartment,Private room,Real Bed,1,1125,strict_14_with_grace_period,1,1.0,1.0,61,1.0,42.00,15.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/234293d1-d8ec-42a2-99b7-7a5e0b824e3e.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 9, 'review_scores_value': 9, 'review_scores_rating': 93}"
22179180,https://www.airbnb.com/rooms/22179180,5 ★★★★★ Gorgeous suite only 1 block from subway!,House,Entire home/apt,Real Bed,1,365,moderate,7,2.0,4.0,76,1.0,200.00,89.00,20.00,5,{'picture_url': 'https://a0.muscache.com/im/pictures/ea952227-0d2e-4ff9-8b80-14d2cef4b075.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 9, 'review_scores_value': 10, 'review_scores_rating': 96}"
22180812,https://www.airbnb.com/rooms/22180812,"Cozy flat in Bondi beach, 3 min walking to beach",Apartment,Private room,Real Bed,3,1125,flexible,2,1.0,1.0,0,1.0,300.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/eac46ced-1c65-429d-afda-b3080b73c857.jpg?aki_policy=large'},{}
22180943,https://www.airbnb.com/rooms/22180943,CWB Room available near Time Square (C1d),Apartment,Private room,Real Bed,31,1125,flexible,4,1.0,1.0,0,1.0,243.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/fbe5d2c5-e347-4344-8ca3-3161b437e5af.jpg?aki_policy=large'},{}
22182168,https://www.airbnb.com/rooms/22182168,Private bedroom in family home,Apartment,Private room,Real Bed,3,30,flexible,2,1.0,1.0,0,1.0,70.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/7cafecca-d730-4c02-b5b8-6643bd476b13.jpg?aki_policy=large'},{}
22182637,https://www.airbnb.com/rooms/22182637,Lovely Apartment in the heart of Barcelona.,Apartment,Entire home/apt,Real Bed,4,371,strict_14_with_grace_period,4,1.0,3.0,35,1.0,98.00,32.00,8.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/2577b79e-7218-4e87-92d6-37d34e652896.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 9, 'review_scores_value': 9, 'review_scores_rating': 95}"
22188738,https://www.airbnb.com/rooms/22188738,Póvoa City Center Apartment,Apartment,Entire home/apt,Real Bed,2,30,moderate,6,2.0,2.0,12,1.0,35.00,15.00,10.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/ff78a1fb-723b-48d2-82f5-90ed072a6be2.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 9, 'review_scores_value': 10, 'review_scores_rating': 97}"
22191831,https://www.airbnb.com/rooms/22191831,Spacious Apartment in Historic Harlem!,Apartment,Private room,Real Bed,2,30,strict_14_with_grace_period,2,1.0,1.0,4,1.5,67.00,50.00,15.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/ff7e1a72-6857-4787-a605-2a28de9e6663.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 9, 'review_scores_value': 9, 'review_scores_rating': 100}"
22192465,https://www.airbnb.com/rooms/22192465,Charming apartment – Close to Subway & Mall,Apartment,Entire home/apt,Real Bed,1,1125,moderate,5,2.0,3.0,61,1.0,70.00,0.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/79e838f6-97c2-49c9-8e94-f3444b505e6a.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 9, 'review_scores_value': 9, 'review_scores_rating': 90}"
22196878,https://www.airbnb.com/rooms/22196878,Bright Beach side 1 Bedroom Apartment,Apartment,Entire home/apt,Real Bed,2,1125,moderate,4,2.0,2.0,0,1.0,129.00,50.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/2ebd9ca7-9011-40ed-b6f9-0155ae8acbc6.jpg?aki_policy=large'},{}
22198157,https://www.airbnb.com/rooms/22198157,Tranquil beach home with pool & ocean glimpses,House,Entire home/apt,Real Bed,5,21,strict_14_with_grace_period,8,4.0,6.0,2,1.5,600.00,100.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/25621df9-d04c-4c38-9055-f8cfb9771e13.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 9, 'review_scores_value': 10, 'review_scores_rating': 100}"
22199192,https://www.airbnb.com/rooms/22199192,Century XIX Designer Flat with balcony,Apartment,Entire home/apt,Real Bed,3,1123,strict_14_with_grace_period,4,1.0,2.0,35,1.0,59.00,25.00,10.00,2,{'picture_url': 'https://a0.muscache.com/im/pictures/eba0c90f-ccce-4dee-9239-8bf9be718082.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 98}"
22199234,https://www.airbnb.com/rooms/22199234,Remodeled penthouse in Gracia *Bcn*,Apartment,Entire home/apt,Real Bed,2,200,moderate,6,2.0,3.0,30,1.0,140.00,55.00,10.00,4,{'picture_url': 'https://a0.muscache.com/im/pictures/e5d00f61-d13c-4349-9ae2-1f3c2a5a4bf0.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 9, 'review_scores_checkin': 9, 'review_scores_communication': 9, 'review_scores_location': 10, 'review_scores_value': 9, 'review_scores_rating': 89}"
22200454,https://www.airbnb.com/rooms/22200454,`LM 三個睡房的整间公寓,Condominium,Entire home/apt,Real Bed,1,1111,strict_14_with_grace_period,5,3.0,3.0,4,1.0,10001.00,400.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/bd8adcaa-c18e-4c4b-8301-f5cbc29b0af3.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 90}"
22200645,https://www.airbnb.com/rooms/22200645,Fully furnished apartment - Man Mo Temple,Apartment,Entire home/apt,Real Bed,2,1125,flexible,4,1.0,2.0,12,1.0,801.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/df0fe68b-5f3e-4f37-9510-02b5af420f25.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 98}"
22204642,https://www.airbnb.com/rooms/22204642,1921 - AB Paral·lel Apartment A - Contemporary Penthouse with a Private Terrace,Apartment,Entire home/apt,Real Bed,3,31,moderate,6,3.0,6.0,34,2.0,470.00,100.00,0.00,6,{'picture_url': 'https://a0.muscache.com/im/pictures/893e919e-dc05-4329-b43b-826f252bb350.jpg?aki_policy=large'},"{'review_scores_accuracy': 9, 'review_scores_cleanliness': 9, 'review_scores_checkin': 9, 'review_scores_communication': 10, 'review_scores_location': 9, 'review_scores_value': 8, 'review_scores_rating': 86}"
22208993,https://www.airbnb.com/rooms/22208993,Bright & spacious 1BR apartment with ocean views!,Apartment,Entire home/apt,Real Bed,2,1125,flexible,3,1.0,2.0,2,1.0,119.00,60.00,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/33e65616-523d-477d-8a78-bea50167a60d.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 10, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 100}"
22210558,https://www.airbnb.com/rooms/22210558,"""Hôtel"" room Frontenac metro, private & furnished",Apartment,Private room,Real Bed,1,20,flexible,2,1.0,1.0,29,1.0,40.00,,0.00,1,{'picture_url': 'https://a0.muscache.com/im/pictures/f87fb280-04cf-49bb-b60f-4469c075bb53.jpg?aki_policy=large'},"{'review_scores_accuracy': 10, 'review_scores_cleanliness': 9, 'review_scores_checkin': 10, 'review_scores_communication': 10, 'review_scores_location': 10, 'review_scores_value': 10, 'review_scores_rating': 95}"
